Barcode,IssueDate,IsActive,SSN
16727,2017-04-14 21:01:12.790,1,1902751960
16728,2017-02-10 06:28:16.390,1,2301961494
16729,2013-08-21 13:48:50.230,1,2306705774
16730,2017-11-26 20:44:35.830,0,2403172768
16731,2013-06-27 12:05:04.380,0,2105934139
16732,2019-12-04 05:06:52.070,1,2202686265
16733,2014-12-07 06:30:35.070,0,2104352316
16734,2016-05-05 15:25:59.510,1,2000577339
16735,2018-01-01 12:54:24.390,0,2300157499
16736,2018-01-25 16:22:38.340,1,2407904546
16737,2014-09-25 15:46:41.000,1,1802367785
16738,2017-09-08 07:35:23.190,0,2102382085
16739,2018-11-14 01:41:25.190,0,1904772894
16740,2015-09-06 20:36:30.300,0,2411585563
16741,2016-03-30 13:07:56.970,1,2406550659
16742,2016-01-01 12:32:23.490,0,2208188335
16743,2018-03-12 15:03:04.340,0,2009258087
16744,2019-01-25 08:27:05.370,1,2402387410
16745,2014-01-04 17:50:25.860,0,2305664211
16746,2014-02-17 10:08:33.340,0,2408695612
16747,2013-09-20 14:15:19.250,1,1602177351
16748,2019-01-03 07:17:29.270,1,2010474440
16749,2018-12-25 22:23:15.800,1,1605686072
16750,2020-05-08 07:31:39.130,0,2104888354
16751,2014-12-22 12:03:57.520,0,1706122979
16752,2015-01-22 09:11:35.150,1,2312604237
16753,2013-11-23 12:34:03.590,1,2310012858
16754,2017-04-12 11:11:40.680,0,1700721670
16755,2020-03-24 04:19:07.900,1,2412031195
16756,2017-05-14 14:33:20.190,0,1707710656
16757,2018-04-29 03:11:17.930,0,1604679914
16758,2020-11-13 08:53:13.500,0,2101796563
16759,2019-01-27 06:00:46.280,0,2012592803
16760,2014-08-03 18:32:10.710,1,2312334549
16761,2015-01-25 18:10:16.470,1,2205389050
16762,2014-01-25 05:30:29.590,0,2303952427
16763,2017-06-11 11:34:33.250,1,2202092739
16764,2018-08-20 13:07:40.910,1,2110171324
16765,2018-09-13 01:16:08.160,1,1000576282
16766,2017-07-30 09:47:51.570,0,2404712112
16767,2013-12-29 17:00:36.740,1,2412625011
16768,2018-09-04 16:02:50.470,1,2410255844
16769,2013-10-27 11:51:49.890,1,2309305865
16770,2014-08-15 17:09:03.160,1,2400156259
16771,2020-09-04 04:02:38.320,0,2411374922
16772,2013-09-30 14:29:34.080,0,2303648943
16773,2020-02-26 15:11:02.830,1,1808193425
16774,2015-12-29 04:16:43.330,1,2303629580
16775,2016-11-26 07:01:38.080,0,1401558399
16776,2019-09-03 22:08:32.760,1,2201626367
16777,2015-01-09 20:39:49.500,0,2210150499
16778,2014-12-06 23:45:01.380,0,1907857871
16779,2015-04-04 08:42:16.810,0,2103224304
16780,2019-01-19 06:37:16.860,0,2305527217
16781,2018-09-15 12:47:39.770,1,2300946555
16782,2019-04-12 13:43:43.520,0,2004018125
16783,2019-02-16 08:05:00.600,1,2309022822
16784,2014-04-15 06:17:11.110,1,2104391451
16785,2016-05-17 08:40:38.300,0,2302184235
16786,2019-06-06 02:53:29.230,1,2105609169
16787,2019-06-22 16:32:48.480,1,1705656080
16788,2018-08-26 19:18:54.390,0,2410788205
16789,2017-02-11 11:06:51.610,0,2500806014
16790,2014-01-29 22:21:04.190,0,2305775169
16791,2020-09-28 13:11:20.410,0,2311380373
16792,2014-11-12 06:53:27.500,0,1202806067
16793,2019-08-13 01:34:36.910,0,1705606042
16794,2017-09-22 07:09:14.470,0,2210675390
16795,2014-01-22 02:26:13.830,1,1809415207
16796,2015-08-16 07:37:27.380,0,2311113821
16797,2019-07-23 00:57:50.250,0,2407567368
16798,2020-07-23 01:55:23.440,0,2201170353
16799,2013-10-24 07:10:57.200,0,2106107379
16800,2017-06-07 08:02:34.300,0,2011604732
16801,2013-07-31 17:07:56.590,0,2110486446
16802,2016-01-16 22:12:28.780,1,2104181282
16803,2018-08-18 19:25:39.380,1,2205048184
16804,2017-10-22 05:14:12.630,1,2004683226
16805,2020-09-03 03:29:00.810,0,2312275395
16806,2014-09-02 21:34:23.430,0,2110805266
16807,2015-11-26 18:00:32.330,1,2401009483
16808,2018-11-26 08:17:20.260,1,2200187225
16809,2013-10-27 04:10:02.600,1,2400671179
16810,2013-12-31 06:10:35.140,1,2501768210
16811,2015-10-15 17:53:30.680,1,2500350324
16812,2016-11-02 03:26:16.540,0,2008586785
16813,2019-01-22 00:10:56.680,0,1710998992
16814,2013-06-19 23:23:29.410,1,2211842071
16815,2016-11-18 05:44:30.950,1,2307096134
16816,2016-10-15 04:26:32.960,0,1706710836
16817,2015-12-09 21:25:29.000,0,2401178221
16818,2016-08-08 05:17:22.130,0,2407265354
16819,2015-09-15 04:27:02.600,1,2410763669
16820,2020-04-08 22:22:38.940,1,2305944030
16821,2019-02-07 17:15:03.100,0,1511146866
16822,2016-05-04 21:41:42.350,1,2203676385
16823,2015-01-03 04:55:58.860,1,2307742919
16824,2020-09-27 13:30:45.700,1,1910719489
16825,2014-11-17 03:57:42.750,1,2410901442
16826,2019-04-04 21:09:10.810,0,1905780441
16827,2015-02-18 12:54:57.180,1,2000769912
16828,2015-11-16 08:01:48.350,1,2502789813
16829,2015-05-19 01:50:29.500,0,2303563843
16830,2014-09-22 23:24:10.690,1,1504729704
16831,2013-07-24 21:10:42.500,1,2003232381
16832,2015-06-19 18:44:26.070,1,2112389296
16833,2014-07-25 16:34:04.180,0,1900964935
16834,2018-10-28 00:39:42.520,1,2211377301
16835,2018-11-30 13:29:20.270,0,1700733979
16836,2016-02-09 14:35:10.990,0,2112981499
16837,2014-02-03 18:18:04.140,0,2002094529
16838,2014-10-07 02:50:47.960,0,2004399800
16839,2014-08-12 02:48:10.300,0,2004636248
16840,2015-02-24 11:06:14.870,1,1805418853
16841,2016-12-20 08:52:56.900,0,2311279509
16842,2014-01-06 08:15:28.210,0,2502239807
16843,2018-04-11 15:08:51.790,0,2406368412
16844,2016-07-24 04:56:16.470,0,2404988062
16845,2019-04-17 04:27:33.510,0,2405917732
16846,2017-05-08 09:45:03.870,0,2407007264
16847,2016-10-21 06:42:30.830,0,1612661937
16848,2019-08-05 02:11:07.490,0,2405794307
16849,2014-04-16 01:24:43.520,0,2404622591
16850,2018-04-08 21:59:40.880,0,1909172926
16851,2020-09-06 10:11:58.380,1,1905921014
16852,2016-05-25 19:40:28.120,1,1108959389
16853,2018-04-19 21:28:20.840,1,2211101462
16854,2014-07-17 08:48:18.270,0,2200693063
16855,2019-04-30 14:47:31.210,0,2110756148
16856,2018-03-28 19:26:14.240,0,2412648849
16857,2014-06-25 17:16:29.920,1,2012897124
16858,2018-11-21 05:54:53.680,0,2311042172
16859,2016-05-17 01:16:29.870,0,2205249659
16860,2014-11-11 06:19:50.000,1,1912206912
16861,2020-07-15 08:39:26.250,0,2407538094
16862,2013-06-22 09:58:43.970,0,2409001613
16863,2016-12-20 06:26:50.750,1,2200613926
16864,2020-02-04 04:45:51.910,1,2308848401
16865,2013-11-18 08:59:52.630,0,2202620163
16866,2013-10-07 23:09:04.610,1,2412992705
16867,2015-09-20 10:52:12.360,0,2309144356
16868,2013-09-05 23:31:14.160,0,2211645282
16869,2015-07-21 09:54:09.150,1,2406950843
16870,2014-03-21 15:09:19.960,1,2501089569
16871,2016-02-21 10:08:28.810,0,2212352237
16872,2014-08-14 18:34:41.040,0,2300724109
16873,2015-06-09 02:29:11.830,1,2012078546
16874,2013-12-31 17:20:47.720,0,2310351982
16875,2016-09-29 13:29:42.030,1,2302821834
16876,2018-07-14 08:59:34.880,1,2412880622
16877,2019-01-24 06:32:50.570,1,2200221741
16878,2019-06-11 23:59:42.390,0,2111600852
16879,2014-11-23 09:03:12.180,0,2302507144
16880,2018-07-11 18:12:38.890,0,1904663286
16881,2015-11-24 14:26:39.980,0,2209329956
16882,2016-07-16 10:43:49.690,1,0506141466
16883,2015-01-12 06:37:04.830,0,1104631920
16884,2018-02-09 03:50:48.630,1,1806077361
16885,2015-01-16 13:12:12.320,1,2304655894
16886,2018-03-01 01:30:14.390,1,2412855171
16887,2018-03-01 21:16:05.230,0,2408077174
16888,2013-06-20 07:45:45.900,1,2500467255
16889,2020-06-29 09:52:11.320,1,2108498897
16890,2014-02-13 18:03:06.020,1,1512446376
16891,2015-01-26 21:18:41.060,0,2402029887
16892,2016-03-15 12:23:10.470,1,2010463017
16893,2019-05-23 01:34:18.090,1,2406931866
16894,2020-09-30 20:28:20.310,1,2402921082
16895,2015-08-12 02:26:48.620,0,2105176600
16896,2016-12-09 22:54:12.930,0,2310692084
16897,2018-01-17 01:48:37.460,0,1807476489
16898,2019-03-08 10:22:59.890,0,2409023047
16899,2016-02-15 19:56:23.830,0,2105815928
16900,2018-12-20 05:18:28.900,1,2205226046
16901,2015-01-28 22:52:51.500,0,2208763358
16902,2016-07-27 07:11:16.660,1,1602185558
16903,2017-06-26 16:16:58.330,1,1801730968
16904,2013-07-07 10:15:23.560,0,2402142545
16905,2015-07-29 11:51:12.060,1,2000419174
16906,2019-07-05 15:37:17.340,1,2504461533
16907,2014-05-29 17:11:16.280,1,2308427213
16908,2017-09-29 04:07:33.120,0,2304388364
16909,2018-10-17 19:18:36.240,0,2306163908
16910,2014-03-29 05:47:56.320,0,2409115089
16911,2020-03-04 12:53:23.680,1,2206887352
16912,2016-01-14 17:16:47.530,1,2505499382
16913,2017-06-09 20:51:41.490,0,1803482714
16914,2018-11-06 07:03:50.990,1,2412221948
16915,2019-12-18 15:53:10.030,1,2411597299
16916,2017-06-10 21:55:36.560,1,2412333426
16917,2019-06-11 03:21:39.150,1,1710412062
16918,2019-11-11 02:36:02.130,1,2111399687
16919,2018-06-30 15:33:39.580,0,2406560098
16920,2016-09-19 07:29:38.250,0,1810488965
16921,2016-08-08 01:52:59.380,0,2404104413
16922,2015-09-12 03:06:26.450,0,2301855610
16923,2014-03-09 13:39:02.840,1,2204265211
16924,2014-11-16 15:51:03.130,1,2408718809
16925,2020-02-23 17:50:38.900,1,2400162840
16926,2020-12-07 21:45:18.340,1,2006905333
16927,2016-03-24 17:00:22.950,1,2309298079
16928,2015-09-08 06:00:51.520,0,2401182154
16929,2019-05-22 14:53:59.100,1,1809191791
16930,2020-10-20 14:35:29.110,1,2107162265
16931,2013-12-07 07:10:57.410,1,2101978565
16932,2020-11-17 20:09:50.680,0,2311123362
16933,2016-10-06 04:03:18.550,1,1812140113
16934,2016-12-04 03:44:43.290,1,2412313945
16935,2016-11-22 19:19:47.380,0,2501541131
16936,2020-04-29 07:15:23.320,0,1508282159
16937,2020-01-20 18:26:51.360,0,2002000716
16938,2014-12-17 20:21:41.270,1,2008733499
16939,2015-12-24 15:59:36.560,0,2202268853
16940,2016-07-13 21:34:54.990,0,1907867622
16941,2017-03-14 08:18:58.100,1,2207990083
16942,2013-11-12 17:08:32.110,1,1810922084
16943,2015-09-03 12:27:09.660,1,2011271647
16944,2019-09-13 04:04:14.990,0,2405035299
16945,2014-12-12 05:09:42.340,0,2503134129
16946,2020-01-13 04:01:53.530,0,2308463815
16947,2019-10-06 15:31:28.990,1,2207683925
16948,2013-12-26 18:30:27.100,1,1506887978
16949,2014-03-26 04:35:10.280,1,2312616981
16950,2019-03-03 04:31:12.070,1,2503712764
16951,2018-07-01 19:32:33.780,0,2310568356
16952,2019-03-08 23:12:35.340,1,2400090642
16953,2014-02-17 18:49:20.300,0,2210625774
16954,2020-05-28 12:26:45.590,0,2502971967
16955,2015-10-24 03:25:29.510,0,1710269749
16956,2020-05-18 19:46:25.060,0,2302869172
16957,2015-10-30 17:32:13.820,0,2410930617
16958,2016-01-21 00:25:55.200,1,2305979167
16959,2014-05-14 16:24:44.660,1,2304776529
16960,2015-08-21 14:05:53.720,0,2210312610
16961,2016-09-21 22:36:54.380,0,2505962359
16962,2019-09-21 11:10:24.760,1,1800848305
16963,2019-05-10 13:13:34.020,1,2206460395
16964,2018-12-28 04:43:07.140,1,2501240204
16965,2013-10-01 22:36:58.900,1,2400853912
16966,2020-04-16 16:43:33.000,0,2005923049
16967,2020-04-09 13:13:28.990,1,2004100491
16968,2013-12-16 17:06:58.190,1,2104778516
16969,2015-05-26 11:44:03.600,1,2412750478
16970,2020-08-20 08:37:46.710,1,2312401707
16971,2018-05-22 03:28:45.210,1,2202557288
16972,2017-12-04 06:59:57.870,1,2107897376
16973,2017-04-29 10:36:25.560,1,2112443464
16974,2015-05-29 17:58:44.590,1,2307261991
16975,2020-07-07 23:10:40.160,0,2104244629
16976,2016-03-07 08:44:27.270,0,1902361625
16977,2013-06-20 14:39:16.790,1,2212631356
16978,2015-06-27 09:34:47.860,0,2308324457
16979,2020-12-05 10:41:20.800,1,1807120292
16980,2013-07-23 13:48:45.360,0,2309333010
16981,2014-08-14 06:13:49.350,1,2305733694
16982,2015-09-08 22:29:55.840,1,2302683985
16983,2014-11-25 01:25:41.240,1,2312734813
16984,2013-08-31 10:22:47.030,0,2211989702
16985,2015-10-01 19:02:55.320,0,2411446761
16986,2015-10-01 07:58:22.080,1,2107106735
16987,2020-03-12 01:20:30.380,0,2300515161
16988,2017-05-10 15:36:32.970,1,2209045496
16989,2014-07-24 00:19:13.780,0,2509781412
16990,2017-07-06 23:33:22.330,1,2305205408
16991,2017-12-10 13:43:09.500,1,2507648667
16992,2017-06-11 18:00:56.160,1,2111001914
16993,2014-01-15 03:56:56.600,0,2208626005
16994,2013-10-15 01:53:42.830,1,2411759047
16995,2020-10-21 22:58:00.610,0,2401445825
16996,2018-06-23 21:08:33.340,0,1901769665
16997,2015-07-06 03:54:58.100,0,2301335946
16998,2017-09-06 07:44:02.530,1,2007834346
16999,2019-05-24 05:27:16.080,0,2005919039
17000,2015-08-27 12:26:09.340,0,1712630547
17001,2020-10-04 14:48:24.550,1,2311842492
17002,2019-04-01 22:24:30.790,0,2106997605
17003,2019-08-03 06:46:23.510,1,2401606118
17004,2014-08-05 19:57:23.570,1,2201399030
17005,2014-03-24 01:02:26.860,1,2012402832
17006,2014-01-07 12:32:35.910,1,2400509082
17007,2015-04-21 12:36:09.780,1,2408527721
17008,2019-09-22 00:50:35.710,1,0710281957
17009,2020-11-20 13:16:05.440,1,2502351469
17010,2020-08-17 18:41:02.240,1,2500664856
17011,2020-05-10 05:07:08.270,1,2500851591
17012,2013-10-15 07:57:25.960,0,2507254695
17013,2016-02-15 13:44:34.400,1,2410034517
17014,2014-04-03 02:35:59.290,1,2306982030
17015,2014-06-19 07:52:04.370,0,2310280551
17016,2014-06-26 00:06:58.540,0,1912402661
17017,2018-04-08 09:44:43.510,1,2507656222
17018,2019-02-19 02:50:46.990,0,1606080427
17019,2016-09-07 09:40:11.810,0,1904662013
17020,2019-01-01 14:38:36.830,1,2504932266
17021,2013-07-17 15:23:02.620,1,2402327056
17022,2016-05-11 21:36:56.010,0,2004213162
17023,2020-05-25 16:47:44.410,0,2308694864
17024,2018-11-19 12:10:41.270,0,2411239004
17025,2016-02-20 18:54:37.210,0,2400710367
17026,2014-05-22 09:27:49.040,0,2404425635
17027,2017-05-01 03:03:01.270,0,2409078730
17028,2016-12-25 08:42:42.720,0,2402223592
17029,2015-08-07 19:00:43.990,0,2511273151
17030,2015-06-27 02:02:06.810,1,2508250160
17031,2014-02-12 04:49:29.170,0,2404752387
17032,2016-10-14 06:55:14.260,1,2408494379
17033,2017-02-03 04:07:31.780,1,2511686496
17034,2018-09-20 22:15:11.450,1,1810634086
17035,2013-10-18 23:00:20.810,1,1609117776
17036,2016-05-14 07:49:18.560,1,2310969142
17037,2017-02-05 15:43:32.340,1,2103480389
17038,2013-10-01 05:28:17.670,1,2312400480
17039,2020-06-09 09:20:20.170,0,2306264082
17040,2015-03-06 06:30:19.410,0,2511039795
17041,2013-11-21 19:22:12.300,0,2007713433
17042,2013-12-01 00:29:54.670,1,2310140739
17043,2017-06-20 02:20:27.540,1,2312293805
17044,2014-12-06 05:38:11.540,1,2501014828
17045,2018-02-26 18:26:14.070,0,2412857966
17046,2017-08-07 05:45:43.530,1,2400791284
17047,2014-10-07 04:16:21.750,1,2505180367
17048,2020-10-14 01:20:57.310,1,1703188950
17049,2020-04-27 18:01:38.470,0,2304905730
17050,2019-10-08 22:51:02.060,1,2307040292
17051,2013-08-27 11:23:49.820,0,2410146324
17052,2017-05-17 01:04:11.110,1,1606444345
17053,2014-06-10 22:03:50.710,1,2508916050
17054,2013-11-01 14:48:39.250,1,2100560990
17055,2015-07-22 21:03:06.720,0,2111596942
17056,2017-11-04 17:11:28.540,0,2402092125
17057,2019-11-07 05:36:46.390,1,2002349850
17058,2014-02-23 18:35:42.230,1,2407092160
17059,2019-06-16 01:02:46.360,1,2211705181
17060,2020-11-01 15:34:37.820,1,1800912418
17061,2017-09-08 09:29:34.640,0,2300745981
17062,2019-04-27 03:53:27.060,1,2504856066
17063,2017-07-27 05:49:51.710,0,2211018732
17064,2018-11-06 11:13:58.620,1,2411940889
17065,2019-12-16 13:51:33.070,1,2306366546
17066,2017-01-05 22:11:54.000,1,2300002412
17067,2017-09-11 03:49:54.180,0,2304568444
17068,2018-05-27 15:29:22.960,0,2503055435
17069,2013-11-25 03:35:38.480,1,2110722690
17070,2019-02-05 00:02:45.810,1,2507707031
17071,2018-05-20 08:23:26.200,1,2307855615
17072,2017-12-18 04:16:25.840,0,2212694647
17073,2019-09-11 17:30:26.820,0,2503097079
17074,2014-12-15 03:09:52.390,1,2003457199
17075,2018-07-22 19:16:24.530,1,2306013408
17076,2020-08-16 14:53:07.960,0,1808512041
17077,2019-11-22 19:16:28.480,0,2410884901
17078,2018-11-30 11:09:32.860,1,2508582173
17079,2014-03-04 17:44:27.200,1,2501133583
17080,2019-07-16 13:08:53.680,0,1906346453
17081,2020-08-15 05:11:27.300,0,2407406771
17082,2017-07-18 01:42:03.960,1,2305598220
17083,2017-08-29 14:41:04.250,1,2505384572
17084,2016-10-29 20:09:41.930,1,2408420833
17085,2015-04-11 14:38:16.980,0,1609305459
17086,2017-09-28 03:45:18.060,0,2209662162
17087,2015-10-16 08:51:23.540,0,2502688261
17088,2016-09-13 13:18:52.530,0,2406525121
17089,2016-08-11 01:12:04.730,0,2400629073
17090,2016-12-14 05:48:52.280,0,2101792696
17091,2017-07-08 02:12:32.180,1,2506979237
17092,2016-05-24 21:07:50.110,1,2506709442
17093,2015-04-18 04:25:31.320,0,2307759400
17094,2020-08-07 17:45:42.360,0,2109659739
17095,2018-06-27 21:00:44.770,1,1105354389
17096,2015-07-28 15:28:45.240,0,1501010201
17097,2017-05-06 18:40:02.960,1,2305954632
17098,2019-08-14 15:06:28.920,1,2502968816
17099,2015-12-21 15:46:38.470,1,2411871793
17100,2014-08-02 20:14:20.070,0,2212549376
17101,2020-11-26 01:55:49.350,1,2106348979
17102,2017-05-12 12:46:58.790,0,2406662621
17103,2020-04-30 21:45:18.830,1,2502574847
17104,2014-09-02 17:58:52.660,1,2109204689
17105,2014-10-31 14:27:35.860,0,2410301839
17106,2016-09-09 07:07:23.990,0,2600292871
17107,2018-09-05 07:33:44.300,1,2508469074
17108,2020-06-26 18:53:58.320,1,2512371701
17109,2016-04-11 19:32:14.720,1,2000310570
17110,2015-12-06 06:09:58.770,0,2110169446
17111,2018-12-13 21:55:00.070,0,2104717581
17112,2014-05-19 18:27:13.520,0,1905816103
17113,2020-12-22 00:51:15.040,0,2309419055
17114,2020-11-30 11:53:52.680,0,1907551173
17115,2013-08-29 10:23:10.510,0,2502139688
17116,2013-08-03 07:47:30.680,1,2110121596
17117,2015-02-07 13:12:22.800,0,1905116688
17118,2014-03-09 09:40:09.770,1,2302965761
17119,2017-01-06 20:35:41.630,0,2505368360
17120,2015-08-30 10:06:15.010,0,2504629547
17121,2014-09-02 13:20:30.450,1,2309851107
17122,2014-06-09 14:31:01.650,1,2403570169
17123,2015-03-28 14:17:18.230,0,2007461260
17124,2017-12-11 21:46:46.200,1,2601998748
17125,2015-01-09 21:50:13.620,1,2403968098
17126,2015-06-07 11:15:36.080,1,2411838133
17127,2016-02-11 23:50:54.510,1,2310940455
17128,2020-02-03 23:44:44.470,1,2501233527
17129,2017-06-19 06:09:07.630,1,2100299292
17130,2016-06-06 03:47:39.280,1,2411273655
17131,2016-09-21 20:13:04.990,0,2502317888
17132,2013-09-20 04:09:59.550,0,1607912513
17133,2016-05-21 19:22:54.380,1,2204960541
17134,2020-08-01 21:30:07.140,0,2512422750
17135,2019-08-20 11:13:04.340,1,2501240808
17136,2016-09-14 16:24:28.500,0,2006637916
17137,2018-03-19 03:56:45.140,1,2309384681
17138,2016-06-07 20:42:11.590,0,2509940769
17139,2015-06-11 05:42:06.070,0,2504926801
17140,2019-08-02 07:30:53.000,0,2601660032
17141,2020-01-23 20:11:33.770,1,2301942034
17142,2016-04-20 13:57:25.230,0,2312201302
17143,2013-11-13 17:46:37.800,1,2511496985
17144,2014-02-15 19:02:05.950,1,2109852099
17145,2019-01-01 07:53:52.210,1,1806645704
17146,2016-07-31 07:45:18.660,1,2012274041
17147,2016-06-02 20:16:35.080,1,2400566176
17148,2015-05-18 16:31:38.650,1,2507254471
17149,2020-05-21 07:22:31.840,1,2310293594
17150,2018-05-06 13:13:14.090,0,2312483173
17151,2013-11-30 02:16:22.430,0,2201571765
17152,2016-08-09 08:59:53.180,1,2304431823
17153,2016-01-17 18:30:47.290,1,2602098949
17154,2013-10-03 05:40:23.460,1,0607928631
17155,2020-11-30 06:53:49.620,1,2407424674
17156,2019-11-29 11:24:47.700,1,2405253505
17157,2015-07-27 22:29:40.560,1,2107889445
17158,2015-10-30 23:58:32.620,0,2406199704
17159,2020-08-23 20:08:39.050,1,2412833006
17160,2020-05-26 03:11:59.780,0,2208886179
17161,2014-01-08 07:16:29.470,1,2510726548
17162,2019-08-02 07:48:59.830,1,2009091952
17163,2016-06-19 12:44:50.690,1,2402135046
17164,2020-11-05 15:44:35.440,1,2207505318
17165,2020-03-15 09:56:53.780,1,1207967147
17166,2018-09-04 17:45:00.520,0,2108075159
17167,2018-12-28 23:04:19.140,0,2511990499
17168,2013-11-01 03:21:07.900,0,2110255104
17169,2014-09-23 00:40:48.340,1,2309340575
17170,2017-12-14 17:58:42.020,0,2601280287
17171,2016-05-17 03:50:45.540,1,2407656007
17172,2019-09-01 16:30:11.220,0,2101051348
17173,2019-09-29 03:58:03.710,0,2207742467
17174,2018-06-07 13:04:48.640,0,1608393673
17175,2016-08-06 13:54:41.250,1,2309316463
17176,2019-05-14 23:23:05.230,1,2503790634
17177,2014-01-05 20:44:23.850,0,2411862543
17178,2014-07-22 19:15:12.270,0,2404683077
17179,2019-12-11 13:52:53.990,1,1904504145
17180,2019-06-11 14:04:54.970,0,2403761263
17181,2020-01-04 14:59:01.010,0,2603130119
17182,2014-03-08 07:19:15.860,0,2501823087
17183,2020-09-14 16:22:12.640,1,2001005522
17184,2020-02-13 16:55:53.540,1,2210118817
17185,2015-12-18 01:31:16.850,1,1900351679
17186,2013-07-25 11:13:11.810,1,2502994937
17187,2018-09-03 09:39:12.270,1,2312994980
17188,2016-01-29 13:42:30.920,0,2405552566
17189,2020-09-01 14:36:17.520,1,1508157222
17190,2020-09-20 23:48:16.640,0,1308995014
17191,2014-07-31 17:54:47.940,0,2407663890
17192,2015-10-30 03:58:12.510,1,2602206764
17193,2016-10-15 00:33:32.540,0,2410861825
17194,2016-01-16 02:30:06.290,0,2408260986
17195,2019-01-04 00:14:23.520,1,2502906387
17196,2013-12-03 12:22:33.930,1,2008432572
17197,2020-11-01 01:12:34.540,1,1606230424
17198,2014-01-08 02:02:02.370,1,2302433875
17199,2014-12-03 09:05:12.180,0,2507692261
17200,2013-10-08 14:08:51.690,1,2507937820
17201,2018-08-03 08:40:59.520,0,2508407868
17202,2016-01-12 16:55:27.180,1,2412039991
17203,2014-02-04 15:50:50.310,0,2602747403
17204,2015-11-17 13:23:49.820,1,2102259768
17205,2015-06-01 09:22:28.550,1,2504663958
17206,2015-03-31 09:46:11.220,0,1909580296
17207,2017-11-11 05:01:49.470,1,2009341978
17208,2018-08-12 05:25:58.650,0,2304882782
17209,2018-02-26 15:45:42.210,1,2202225029
17210,2014-12-29 07:30:44.380,1,2507724318
17211,2019-05-05 14:40:23.840,1,2101371519
17212,2014-06-17 03:14:28.290,1,2403760553
17213,2016-11-19 10:05:38.630,1,2200843808
17214,2014-08-25 06:03:44.080,1,2601909690
17215,2013-11-01 12:12:58.770,0,2407902154
17216,2020-11-01 23:57:13.620,0,2104208264
17217,2019-11-17 15:26:47.200,1,2001079996
17218,2017-05-06 19:48:57.160,0,2503722550
17219,2018-05-01 14:13:18.590,0,1803186918
17220,2020-01-31 22:43:41.960,0,2101323080
17221,2013-06-13 08:05:48.240,1,2603852259
17222,2016-05-11 09:21:48.210,0,2500141360
17223,2014-03-01 12:44:50.380,0,2201032354
17224,2015-01-02 00:52:31.700,0,2510459573
17225,2016-10-26 00:03:54.070,1,2508124317
17226,2013-12-28 23:52:33.030,0,2108476893
17227,2016-04-28 15:56:38.670,1,1710436559
17228,2017-02-23 01:27:57.420,0,2511462745
17229,2020-06-03 12:50:25.120,1,2405557622
17230,2016-02-14 01:32:07.320,1,2506889848
17231,2019-07-13 22:10:30.700,0,2602929832
17232,2020-12-28 18:42:21.480,0,2512628675
17233,2020-08-19 10:10:00.090,0,2406536277
17234,2019-08-14 23:44:02.300,1,2600160441
17235,2014-04-20 05:23:55.440,0,2506925528
17236,2017-06-03 22:03:33.830,0,2603800000
17237,2013-07-13 15:28:25.550,1,2503249141
17238,2018-04-10 02:58:22.810,0,2100440608
17239,2018-02-24 07:33:24.990,1,1710235980
17240,2014-02-28 15:45:05.620,0,2206877964
17241,2016-09-13 06:11:22.350,1,2505926938
17242,2013-07-04 04:13:13.610,1,2303926192
17243,2018-12-02 21:56:48.720,0,1510317343
17244,2019-02-14 07:05:33.130,1,2600967837
17245,2014-10-29 09:07:52.800,1,2505966108
17246,2013-07-26 14:40:19.640,1,2504477690
17247,2019-12-10 17:52:33.880,1,2407773641
17248,2015-08-02 18:29:48.460,0,2502716143
17249,2015-08-26 14:17:07.510,1,2404900428
17250,2019-03-04 00:17:09.910,0,2603759764
17251,2015-01-16 20:55:46.730,0,2603830792
17252,2016-12-07 05:23:37.370,0,2105078683
17253,2016-09-08 11:48:43.780,1,2512466323
17254,2015-11-02 10:21:30.230,1,2600350452
17255,2013-10-07 06:03:03.450,0,2306973889
17256,2015-09-03 23:19:11.300,1,1305809342
17257,2015-04-25 04:10:36.790,0,2302240278
17258,2020-02-03 14:58:18.610,1,2601600725
17259,2020-01-22 13:19:55.750,1,2510920459
17260,2014-11-13 09:29:55.510,1,1512032863
17261,2019-12-02 17:49:32.550,0,2606646319
17262,2014-02-28 03:33:52.040,0,1005411287
17263,2019-03-10 16:35:33.540,0,1512889605
17264,2015-06-25 14:13:34.890,0,2502117231
17265,2016-06-17 09:20:13.690,1,2400879097
17266,2019-05-07 19:58:02.360,0,2212380341
17267,2014-10-28 17:04:28.200,0,2607438981
17268,2018-04-07 10:21:36.340,1,2605205669
17269,2013-10-17 00:39:48.630,1,2312984242
17270,2017-05-30 14:09:24.950,1,2303080141
17271,2020-10-01 08:28:48.070,1,2205194782
17272,2015-01-19 12:28:24.390,1,2601264287
17273,2020-03-12 12:15:32.180,0,2401250163
17274,2017-08-12 22:28:12.960,1,2006928184
17275,2016-10-29 16:32:19.610,0,2508521382
17276,2020-12-10 03:52:34.640,0,2507396878
17277,2018-06-09 11:24:59.500,1,2505734391
17278,2016-01-16 05:39:17.250,1,2603532073
17279,2013-08-15 15:44:38.900,1,2604439622
17280,2016-09-11 09:23:34.430,0,2111878151
17281,2015-01-19 05:59:59.150,0,2207309070
17282,2014-03-08 21:26:50.210,1,2602907281
17283,2014-12-10 11:10:49.900,0,2601160532
17284,2014-09-12 12:33:15.210,1,2405338263
17285,2014-07-10 04:36:20.590,1,2605760206
